technology_id,technology_name,component_family_id,component_family_name,tl,component_id,display_name,short_name,progression_basis,mechanical_promise,candidate_capability_tags,name_status,mechanics_status,review_flag,confidence,compatibility_profile_id,required_capability_tags,non_emulatable_capability_tags,compatibility_override_status,compatibility_notes,reference_influence_ids,originality_guardrail,numeric_status,framework_status
armor,Armor,armor,Standard Armor,2,armor_standard_tl_02,Ceramic Composite Plating,Composite Plating,material,Improved protection-to-mass ratio and better resistance to heat and fragmentation.,ceramic_composite,intentional_draft,provisional,,high,armor_hull_interface,,,use_family_profile,Per-item support floors and hard capability tags remain to be assigned during the numerical-mechanics pass.,MOO2_MANUAL; T4_STARSHIPS; GURPS_SPACE; STARFIRE_ULTRA_COMPLETE,"Original Star Cluster draft. References influence patterns only; do not copy proprietary names, exact ladders, tables, numerical progressions, or core mechanics.",not_yet_assigned,checkpoint_23_reference_mined_draft
armor,Armor,armor,Standard Armor,3,armor_standard_tl_03,Titanium-Carbide Laminate,Titanium-Carbide Armor,laminate construction,Higher Integrity and more consistent per-packet protection.,carbide_laminate,intentional_draft,provisional,,high,armor_hull_interface,,,use_family_profile,Per-item support floors and hard capability tags remain to be assigned during the numerical-mechanics pass.,MOO2_MANUAL; T4_STARSHIPS; GURPS_SPACE; STARFIRE_ULTRA_COMPLETE,"Original Star Cluster draft. References influence patterns only; do not copy proprietary names, exact ladders, tables, numerical progressions, or core mechanics.",not_yet_assigned,checkpoint_23_reference_mined_draft
armor,Armor,armor,Standard Armor,4,armor_standard_tl_04,Nanobonded Armor,Nanobonded Armor,nanoengineering,"Improved layer adhesion, reduced spalling, and better repair compatibility.",nanobonded_materials,intentional_draft,provisional,,medium,armor_hull_interface,,,use_family_profile,Per-item support floors and hard capability tags remain to be assigned during the numerical-mechanics pass.,MOO2_MANUAL; T4_STARSHIPS; GURPS_SPACE; STARFIRE_ULTRA_COMPLETE,"Original Star Cluster draft. References influence patterns only; do not copy proprietary names, exact ladders, tables, numerical progressions, or core mechanics.",not_yet_assigned,checkpoint_23_reference_mined_draft
armor,Armor,armor,Standard Armor,5,armor_standard_tl_05,Diamondoid Composite Armor,Diamondoid Armor,advanced material,Mature midgame passive armor with high hardness and efficient structural support.,diamondoid_composite,intentional_draft,provisional,,medium,armor_hull_interface,,,use_family_profile,Per-item support floors and hard capability tags remain to be assigned during the numerical-mechanics pass.,MOO2_MANUAL; T4_STARSHIPS; GURPS_SPACE; STARFIRE_ULTRA_COMPLETE,"Original Star Cluster draft. References influence patterns only; do not copy proprietary names, exact ladders, tables, numerical progressions, or core mechanics.",not_yet_assigned,checkpoint_23_reference_mined_draft
armor,Armor,armor,Standard Armor,6,armor_standard_tl_06,Metamaterial Weave Armor,Metamaterial Armor,metamaterial,Engineered impact and energy-path control; candidate improved penetration resistance.,metamaterial_armor,intentional_draft,provisional,"Define whether benefit is Protection, Integrity efficiency, or penetration interaction.",medium,armor_hull_interface,,,use_family_profile,"Per-item support floors and hard capability tags remain to be assigned during the numerical-mechanics pass. Existing review: Define whether benefit is Protection, Integrity efficiency, or penetration interaction.",MOO2_MANUAL; T4_STARSHIPS; GURPS_SPACE; STARFIRE_ULTRA_COMPLETE,"Original Star Cluster draft. References influence patterns only; do not copy proprietary names, exact ladders, tables, numerical progressions, or core mechanics.",not_yet_assigned,checkpoint_23_reference_mined_draft
armor,Armor,armor,Standard Armor,7,armor_standard_tl_07,Shape-Memory Lattice Armor,Memory-Lattice Armor,adaptive material,Improved field repair and bounded recovery of deformed armor structure.,shape_memory_armor,intentional_draft,provisional,Name promises a repair or Integrity-restoration benefit.,medium,armor_hull_interface,,,use_family_profile,Per-item support floors and hard capability tags remain to be assigned during the numerical-mechanics pass. Existing review: Name promises a repair or Integrity-restoration benefit.,MOO2_MANUAL; T4_STARSHIPS; GURPS_SPACE; STARFIRE_ULTRA_COMPLETE,"Original Star Cluster draft. References influence patterns only; do not copy proprietary names, exact ladders, tables, numerical progressions, or core mechanics.",not_yet_assigned,checkpoint_23_reference_mined_draft
armor,Armor,armor,Standard Armor,8,armor_standard_tl_08,Ultradense Lattice Armor,Ultradense Armor,ultradense material,Very high passive protection and Integrity per installed capacity.,ultradense_materials,intentional_draft,provisional,Confirm mass/capacity tradeoff.,medium,armor_hull_interface,,,use_family_profile,Per-item support floors and hard capability tags remain to be assigned during the numerical-mechanics pass. Existing review: Confirm mass/capacity tradeoff.,MOO2_MANUAL; T4_STARSHIPS; GURPS_SPACE; STARFIRE_ULTRA_COMPLETE,"Original Star Cluster draft. References influence patterns only; do not copy proprietary names, exact ladders, tables, numerical progressions, or core mechanics.",not_yet_assigned,checkpoint_23_reference_mined_draft
armor,Armor,armor,Standard Armor,9,armor_standard_tl_09,Degenerate-Matter Laminate,Degenerate Laminate,exotic passive material,Pinnacle passive protection without requiring Tactical Power; exceptionally difficult to manufacture and repair.,degenerate_matter,intentional_draft,provisional,Keep distinct from alien/Precursor supermaterials.,medium,armor_hull_interface,,,use_family_profile,Per-item support floors and hard capability tags remain to be assigned during the numerical-mechanics pass. Existing review: Keep distinct from alien/Precursor supermaterials.,MOO2_MANUAL; T4_STARSHIPS; GURPS_SPACE; STARFIRE_ULTRA_COMPLETE,"Original Star Cluster draft. References influence patterns only; do not copy proprietary names, exact ladders, tables, numerical progressions, or core mechanics.",not_yet_assigned,checkpoint_23_reference_mined_draft
shields,Shields,shields,Standard Shield Generator,1,shields_standard_tl_01,Magnetic Deflector Array,Magnetic Deflector,field architecture,Minimal starter shield capacity; strong dependence on reactor support and limited recharge.,field_control,intentional_draft,provisional,,high,shield_power_control,,,use_family_profile,Per-item support floors and hard capability tags remain to be assigned during the numerical-mechanics pass.,MOO2_MANUAL; GURPS_SPACE; STARFIRE_ULTRA_COMPLETE,"Original Star Cluster draft. References influence patterns only; do not copy proprietary names, exact ladders, tables, numerical progressions, or core mechanics.",not_yet_assigned,checkpoint_23_reference_mined_draft
shields,Shields,shields,Standard Shield Generator,2,shields_standard_tl_02,Magnetoplasma Screen,Magnetoplasma Screen,field architecture,Improved capacity and broader protection against charged particles and energetic debris.,magnetoplasma_control,intentional_draft,provisional,,high,shield_power_control,,,use_family_profile,Per-item support floors and hard capability tags remain to be assigned during the numerical-mechanics pass.,MOO2_MANUAL; GURPS_SPACE; STARFIRE_ULTRA_COMPLETE,"Original Star Cluster draft. References influence patterns only; do not copy proprietary names, exact ladders, tables, numerical progressions, or core mechanics.",not_yet_assigned,checkpoint_23_reference_mined_draft
shields,Shields,shields,Standard Shield Generator,3,shields_standard_tl_03,Deflector Shield Array,Deflector Shield,field architecture,Reliable general-purpose shield with practical recharge and overload behavior.,deflector_fields,intentional_draft,provisional,,high,shield_power_control,,,use_family_profile,Per-item support floors and hard capability tags remain to be assigned during the numerical-mechanics pass.,MOO2_MANUAL; GURPS_SPACE; STARFIRE_ULTRA_COMPLETE,"Original Star Cluster draft. References influence patterns only; do not copy proprietary names, exact ladders, tables, numerical progressions, or core mechanics.",not_yet_assigned,checkpoint_23_reference_mined_draft
shields,Shields,shields,Standard Shield Generator,4,shields_standard_tl_04,Vector Shield Matrix,Vector Shield,field steering,"Better field shaping, directional load handling, and shield-booster compatibility.",vector_field_control,intentional_draft,provisional,,medium,shield_power_control,,,use_family_profile,Per-item support floors and hard capability tags remain to be assigned during the numerical-mechanics pass.,MOO2_MANUAL; GURPS_SPACE; STARFIRE_ULTRA_COMPLETE,"Original Star Cluster draft. References influence patterns only; do not copy proprietary names, exact ladders, tables, numerical progressions, or core mechanics.",not_yet_assigned,checkpoint_23_reference_mined_draft
shields,Shields,shields,Standard Shield Generator,5,shields_standard_tl_05,Phased Shield Matrix,Phased Shield,phase control,Mature midgame field with improved efficiency and candidate resistance to shield penetration.,phase_field_control,intentional_draft,provisional,Define exact penetration or hardening behavior.,medium,shield_power_control,,,use_family_profile,Per-item support floors and hard capability tags remain to be assigned during the numerical-mechanics pass. Existing review: Define exact penetration or hardening behavior.,MOO2_MANUAL; GURPS_SPACE; STARFIRE_ULTRA_COMPLETE,"Original Star Cluster draft. References influence patterns only; do not copy proprietary names, exact ladders, tables, numerical progressions, or core mechanics.",not_yet_assigned,checkpoint_23_reference_mined_draft
shields,Shields,shields,Standard Shield Generator,6,shields_standard_tl_06,Harmonic Barrier,Harmonic Barrier,resonant field control,Adaptive frequency management improves overload resistance and recharge stability.,harmonic_field_control,intentional_draft,provisional,,medium,shield_power_control,,,use_family_profile,Per-item support floors and hard capability tags remain to be assigned during the numerical-mechanics pass.,MOO2_MANUAL; GURPS_SPACE; STARFIRE_ULTRA_COMPLETE,"Original Star Cluster draft. References influence patterns only; do not copy proprietary names, exact ladders, tables, numerical progressions, or core mechanics.",not_yet_assigned,checkpoint_23_reference_mined_draft
shields,Shields,shields,Standard Shield Generator,7,shields_standard_tl_07,Quantum Barrier Matrix,Quantum Barrier,quantum field control,"High field coherence, improved hardening, and efficient support for advanced boosters.",quantum_field_control,intentional_draft,provisional,,medium,shield_power_control,,,use_family_profile,Per-item support floors and hard capability tags remain to be assigned during the numerical-mechanics pass.,MOO2_MANUAL; GURPS_SPACE; STARFIRE_ULTRA_COMPLETE,"Original Star Cluster draft. References influence patterns only; do not copy proprietary names, exact ladders, tables, numerical progressions, or core mechanics.",not_yet_assigned,checkpoint_23_reference_mined_draft
shields,Shields,shields,Standard Shield Generator,8,shields_standard_tl_08,Metric Gradient Barrier,Metric Barrier,metric engineering,Uses controlled spacetime gradients to redirect damaging energy and momentum.,metric_field_control,intentional_draft,provisional,Requires high Power and Computing prerequisites. Review repeated use of Metric and reserve it for mechanics that truly manipulate spacetime geometry.,medium,shield_power_control,,,use_family_profile,Per-item support floors and hard capability tags remain to be assigned during the numerical-mechanics pass. Existing review: Requires high Power and Computing prerequisites.,MOO2_MANUAL; GURPS_SPACE; STARFIRE_ULTRA_COMPLETE,"Original Star Cluster draft. References influence patterns only; do not copy proprietary names, exact ladders, tables, numerical progressions, or core mechanics.",not_yet_assigned,checkpoint_23_reference_mined_draft
shields,Shields,shields,Standard Shield Generator,9,shields_standard_tl_09,Continuum Shield Matrix,Continuum Shield,continuum engineering,"Pinnacle player shield with a visible campaign-defining capability, not merely more capacity.",continuum_field_control,intentional_draft,provisional,Choose a distinctive TL9 mechanic such as bounded collapse prevention or exceptional overcharge.,medium,shield_power_control,,,use_family_profile,Per-item support floors and hard capability tags remain to be assigned during the numerical-mechanics pass. Existing review: Choose a distinctive TL9 mechanic such as bounded collapse prevention or exceptional overcharge.,MOO2_MANUAL; GURPS_SPACE; STARFIRE_ULTRA_COMPLETE,"Original Star Cluster draft. References influence patterns only; do not copy proprietary names, exact ladders, tables, numerical progressions, or core mechanics.",not_yet_assigned,checkpoint_23_reference_mined_draft
power,Power / Reactor,reactor,Standard Reactor,1,power_reactor_tl_01,Fission Reactor,Fission Reactor,energy source,"Baseline Tactical Power Capacity, core power, and small emergency output.",fission_power,intentional_draft,provisional,,high,reactor_hull_containment,,,use_family_profile,Per-item support floors and hard capability tags remain to be assigned during the numerical-mechanics pass.,MOO2_MANUAL; T4_STARSHIPS; GURPS_SPACE,"Original Star Cluster draft. References influence patterns only; do not copy proprietary names, exact ladders, tables, numerical progressions, or core mechanics.",not_yet_assigned,checkpoint_23_reference_mined_draft
power,Power / Reactor,reactor,Standard Reactor,2,power_reactor_tl_02,Fusion Reactor,Fusion Reactor,energy source,Higher Tactical Power and improved efficiency with lower fuel burden.,fusion_power,intentional_draft,provisional,,high,reactor_hull_containment,,,use_family_profile,Per-item support floors and hard capability tags remain to be assigned during the numerical-mechanics pass.,MOO2_MANUAL; T4_STARSHIPS; GURPS_SPACE,"Original Star Cluster draft. References influence patterns only; do not copy proprietary names, exact ladders, tables, numerical progressions, or core mechanics.",not_yet_assigned,checkpoint_23_reference_mined_draft
power,Power / Reactor,reactor,Standard Reactor,3,power_reactor_tl_03,High-Flux Fusion Reactor,High-Flux Fusion,reactor architecture,Greater peak Tactical Power and improved support for multiple active combat systems.,high_flux_fusion,intentional_draft,provisional,,high,reactor_hull_containment,,,use_family_profile,Per-item support floors and hard capability tags remain to be assigned during the numerical-mechanics pass.,MOO2_MANUAL; T4_STARSHIPS; GURPS_SPACE,"Original Star Cluster draft. References influence patterns only; do not copy proprietary names, exact ladders, tables, numerical progressions, or core mechanics.",not_yet_assigned,checkpoint_23_reference_mined_draft
power,Power / Reactor,reactor,Standard Reactor,4,power_reactor_tl_04,Antimatter-Catalyzed Fusion Core,Catalyzed Fusion Core,catalyzed reaction,Transitional reactor using tiny antimatter quantities to increase fusion yield and compactness.,antimatter_catalysis,intentional_draft,provisional,,high,reactor_hull_containment,,,use_family_profile,Per-item support floors and hard capability tags remain to be assigned during the numerical-mechanics pass.,MOO2_MANUAL; T4_STARSHIPS; GURPS_SPACE,"Original Star Cluster draft. References influence patterns only; do not copy proprietary names, exact ladders, tables, numerical progressions, or core mechanics.",not_yet_assigned,checkpoint_23_reference_mined_draft
power,Power / Reactor,reactor,Standard Reactor,5,power_reactor_tl_05,Antimatter Reactor,Antimatter Reactor,matter conversion,"Mature midgame high-output reactor enabling demanding shields, beams, and drives.",antimatter_handling,intentional_draft,provisional,,high,reactor_hull_containment,,,use_family_profile,Per-item support floors and hard capability tags remain to be assigned during the numerical-mechanics pass.,MOO2_MANUAL; T4_STARSHIPS; GURPS_SPACE,"Original Star Cluster draft. References influence patterns only; do not copy proprietary names, exact ladders, tables, numerical progressions, or core mechanics.",not_yet_assigned,checkpoint_23_reference_mined_draft
power,Power / Reactor,reactor,Standard Reactor,6,power_reactor_tl_06,Direct-Conversion Antimatter Core,Direct-Conversion Core,direct conversion,"Improved conversion efficiency, power conditioning, and reduced waste heat.",direct_energy_conversion,intentional_draft,provisional,,medium,reactor_hull_containment,,,use_family_profile,Per-item support floors and hard capability tags remain to be assigned during the numerical-mechanics pass.,MOO2_MANUAL; T4_STARSHIPS; GURPS_SPACE,"Original Star Cluster draft. References influence patterns only; do not copy proprietary names, exact ladders, tables, numerical progressions, or core mechanics.",not_yet_assigned,checkpoint_23_reference_mined_draft
power,Power / Reactor,reactor,Standard Reactor,7,power_reactor_tl_07,Vacuum Flux Reactor,Vacuum Flux Reactor,quantum vacuum engineering,Exotic but controllable power source with improved endurance and candidate reliability benefits.,vacuum_flux_control,intentional_draft,provisional,Avoid implying unlimited energy.,medium,reactor_hull_containment,,,use_family_profile,Per-item support floors and hard capability tags remain to be assigned during the numerical-mechanics pass. Existing review: Avoid implying unlimited energy.,MOO2_MANUAL; T4_STARSHIPS; GURPS_SPACE,"Original Star Cluster draft. References influence patterns only; do not copy proprietary names, exact ladders, tables, numerical progressions, or core mechanics.",not_yet_assigned,checkpoint_23_reference_mined_draft
power,Power / Reactor,reactor,Standard Reactor,8,power_reactor_tl_08,Micro-Singularity Core,Singularity Core,singularity engineering,Extremely dense power generation with major containment and integration requirements.,singularity_containment,intentional_draft,provisional,Define damage-state consequences carefully.,medium,reactor_hull_containment,,,use_family_profile,Per-item support floors and hard capability tags remain to be assigned during the numerical-mechanics pass. Existing review: Define damage-state consequences carefully.,MOO2_MANUAL; T4_STARSHIPS; GURPS_SPACE,"Original Star Cluster draft. References influence patterns only; do not copy proprietary names, exact ladders, tables, numerical progressions, or core mechanics.",not_yet_assigned,checkpoint_23_reference_mined_draft
power,Power / Reactor,reactor,Standard Reactor,9,power_reactor_tl_09,Metric Conversion Core,Metric Conversion Core,metric engineering,Pinnacle reactor that converts controlled spacetime stress into usable power; must provide a memorable TL9 benefit.,metric_energy_conversion,intentional_draft,provisional,Keep below Precursor-scale reality manipulation. Review repeated use of Metric and reserve it for mechanics that truly manipulate spacetime geometry.,medium,reactor_hull_containment,,,use_family_profile,Per-item support floors and hard capability tags remain to be assigned during the numerical-mechanics pass. Existing review: Keep below Precursor-scale reality manipulation.,MOO2_MANUAL; T4_STARSHIPS; GURPS_SPACE,"Original Star Cluster draft. References influence patterns only; do not copy proprietary names, exact ladders, tables, numerical progressions, or core mechanics.",not_yet_assigned,checkpoint_23_reference_mined_draft
propulsion,Propulsion,ftl_drive,Standard FTL Drive,1,propulsion_ftl_drive_tl_01,Prototype Fold Drive,Prototype Fold Drive,spacetime folding,"First practical interstellar drive; short, inefficient, but reliable enough for the second starship.",fold_drive,intentional_draft,provisional,,high,ftl_propulsion_integration,,,use_family_profile,Per-item support floors and hard capability tags remain to be assigned during the numerical-mechanics pass.,T4_STARSHIPS; GURPS_SPACE; MOO2_MANUAL,"Original Star Cluster draft. References influence patterns only; do not copy proprietary names, exact ladders, tables, numerical progressions, or core mechanics.",not_yet_assigned,checkpoint_23_reference_mined_draft
propulsion,Propulsion,ftl_drive,Standard FTL Drive,2,propulsion_ftl_drive_tl_02,Stabilized Fold Drive,Stabilized Fold Drive,spacetime folding,"Improved route reliability, efficiency, and strategic movement allowance.",stabilized_fold,intentional_draft,provisional,,high,ftl_propulsion_integration,,,use_family_profile,Per-item support floors and hard capability tags remain to be assigned during the numerical-mechanics pass.,T4_STARSHIPS; GURPS_SPACE; MOO2_MANUAL,"Original Star Cluster draft. References influence patterns only; do not copy proprietary names, exact ladders, tables, numerical progressions, or core mechanics.",not_yet_assigned,checkpoint_23_reference_mined_draft
propulsion,Propulsion,ftl_drive,Standard FTL Drive,3,propulsion_ftl_drive_tl_03,Deep-Fold Drive,Deep-Fold Drive,spacetime folding,Sustains a deeper fold geometry for faster charted-sector travel.,deep_fold,intentional_draft,provisional,,medium,ftl_propulsion_integration,,,use_family_profile,Per-item support floors and hard capability tags remain to be assigned during the numerical-mechanics pass.,T4_STARSHIPS; GURPS_SPACE; MOO2_MANUAL,"Original Star Cluster draft. References influence patterns only; do not copy proprietary names, exact ladders, tables, numerical progressions, or core mechanics.",not_yet_assigned,checkpoint_23_reference_mined_draft
propulsion,Propulsion,ftl_drive,Standard FTL Drive,4,propulsion_ftl_drive_tl_04,Slipstream Drive,Slipstream Drive,sustained transit channel,Maintains a stable moving corridor rather than repeatedly initiating short folds.,slipstream_transit,intentional_draft,provisional,,medium,ftl_propulsion_integration,,,use_family_profile,Per-item support floors and hard capability tags remain to be assigned during the numerical-mechanics pass.,T4_STARSHIPS; GURPS_SPACE; MOO2_MANUAL,"Original Star Cluster draft. References influence patterns only; do not copy proprietary names, exact ladders, tables, numerical progressions, or core mechanics.",not_yet_assigned,checkpoint_23_reference_mined_draft
propulsion,Propulsion,ftl_drive,Standard FTL Drive,5,propulsion_ftl_drive_tl_05,Subspace Corridor Drive,Subspace Corridor Drive,subspace transit,Mature midgame FTL using engineered transit corridors with improved range and interruption recovery.,subspace_corridor,intentional_draft,provisional,,medium,ftl_propulsion_integration,,,use_family_profile,Per-item support floors and hard capability tags remain to be assigned during the numerical-mechanics pass.,T4_STARSHIPS; GURPS_SPACE; MOO2_MANUAL,"Original Star Cluster draft. References influence patterns only; do not copy proprietary names, exact ladders, tables, numerical progressions, or core mechanics.",not_yet_assigned,checkpoint_23_reference_mined_draft
propulsion,Propulsion,ftl_drive,Standard FTL Drive,6,propulsion_ftl_drive_tl_06,Phase-Transit Drive,Phase-Transit Drive,phase-space transit,"Moves through a controlled phase offset, improving travel efficiency and hazard tolerance.",phase_transit,intentional_draft,provisional,,medium,ftl_propulsion_integration,,,use_family_profile,Per-item support floors and hard capability tags remain to be assigned during the numerical-mechanics pass.,T4_STARSHIPS; GURPS_SPACE; MOO2_MANUAL,"Original Star Cluster draft. References influence patterns only; do not copy proprietary names, exact ladders, tables, numerical progressions, or core mechanics.",not_yet_assigned,checkpoint_23_reference_mined_draft
propulsion,Propulsion,ftl_drive,Standard FTL Drive,7,propulsion_ftl_drive_tl_07,Metric Translation Drive,Metric Translation Drive,metric engineering,Translates the ship by reshaping local spacetime geometry with high precision.,metric_translation,intentional_draft,provisional,Review repeated use of Metric and reserve it for mechanics that truly manipulate spacetime geometry.,medium,ftl_propulsion_integration,,,use_family_profile,Per-item support floors and hard capability tags remain to be assigned during the numerical-mechanics pass.,T4_STARSHIPS; GURPS_SPACE; MOO2_MANUAL,"Original Star Cluster draft. References influence patterns only; do not copy proprietary names, exact ladders, tables, numerical progressions, or core mechanics.",not_yet_assigned,checkpoint_23_reference_mined_draft
propulsion,Propulsion,ftl_drive,Standard FTL Drive,8,propulsion_ftl_drive_tl_08,Horizon Passage Drive,Horizon Passage Drive,horizon engineering,Uses bounded artificial horizons to sustain very rapid but still interruptible strategic passage.,horizon_control,intentional_draft,provisional,Avoid implying instant teleportation unless mechanics later support it.,medium,ftl_propulsion_integration,,,use_family_profile,Per-item support floors and hard capability tags remain to be assigned during the numerical-mechanics pass. Existing review: Avoid implying instant teleportation unless mechanics later support it.,T4_STARSHIPS; GURPS_SPACE; MOO2_MANUAL,"Original Star Cluster draft. References influence patterns only; do not copy proprietary names, exact ladders, tables, numerical progressions, or core mechanics.",not_yet_assigned,checkpoint_23_reference_mined_draft
